"allsponsors","Freq"
"statoil asa",1
"statoil total",1
"stazione zoologica anton dohm",1
"std pharmaceuticals",1
"steel construction institute",1
"stellenbosch university",1
"stem cell sciences",2
"stephen ana hui scholarship",1
"stepping stones scheme",1
"steps malta",2
"stichting dr hendrik muller vaderlandsch fonds",2
"stichting fonds dr catharine van tussenbroek",1
"stichting studiefonds ketel 1",1
"stirling university",2
"stochastic systems ltd",1
"strained sisige platform grant",1
"strapp project",1
"strategic educational pathways scholarships",2
"strategic health authority",4
"strathcarron hospice",1
"strathclyde joint police board",1
"strathclyde police",1
"strathmartine trust",2
"stratigraphic development slope systems consortium project",1
"stream-idc",1
"strive research programme consortium",1
"strive rpc",1
"stroke association",4
"stryker",1
"stryker osteosynthesis",1
"stryker uk",1
"studiebeurs",1
"studienstiftung des deutsch volkes",5
"sudan",1
"sudan academy sciences",1
"sudan university science technology",4
"sukkur",1
"sulsa",2
"sultan idris education university",1
"sultan qaboos university",1
"sultanate oman",6
"sulzer metco inc",1
"supa",2
"supergen",1
"supergen bioenergy",2
"supergen marine",3
"supergen uk centre marine energy research",1
"suratthani rajabhat university",1
"surgical innovations ltd",1
"surrey borders nhs foundation trust",1
"surrey borders partnership nhs foundation trust",1
"surrey borders partnership trust",1
"surrey business school",1
"surrey county council",1
"surrey satellite technology ltd",1
"surrey space centre",1
"surrey sports park ltd",1
"surrey wildlife trust",1
"susan channon breast cancer trust",1
"sustainable agriculture fund",1
"sustainable consumption institute",13
"sustainable power generation supply programme",1
"sustrans",1
"sweden",2
"swedish council working life social research",1
"swedish heart lung foundation",1
"swedish mps society",1
"swedish research council",2
"swiss national fund",2
"switchgear instruments ltd",1
"switzerland",2
"swrda",1
"sy killingley memorial trust",1
"sydney driscoll neuroscience foundation",1
"sylvester-bradley award palaeontological association",1
"sym charitable trust",1
"symbio ltd",1
"symphony energy",1
"synchrontechnology ltd",1
"syngenta",15
"syngenta foundation sustainable agriculture",2
"syngenta ltd",2
"syngenta seeds ltd",2
"syngenta uk",2
"synthesys",1
"synthomer",1
"syria",10
"syrian arab republic research fund",1
"systematic innovation ltd",1
"systems biology doctoral training centre",1
"systems engineering autonomous systems",1
"tabuk university",1
"taiba university",5
"taif university",4
"taiho kogyo tribology research foundation",1
"taiwan",6
"taiwan government",1
"taiwan ministry education",1
"taiwanese government",1
"taj medical group",1
"takeda pharmaceuticals ltd",1
"takeda yakuhin kogyo kabushiki kaisha",1
"talentia fellowship program",1
"tamar valley sustainable development fund",1
"tamo vac",1
"tanzania",3
"tanzania government",1
"targum shlishi",1
"tass international",1
"tat steel",1
"tata iron steel company",1
"tata motors european technical centre",1
"tata steel",9
"tata steel tubes",1
"tata steel uk",1
"tate liverpool",1
"tati company",1
"taxila",1
"taylor hobson ltd",2
"teagasc",1
"technical grant provided ilri",1
"technische hochschule ingolstadt",1
"technology",5
"technology arts",1
"technology higher education",1
"technology innovation",4
"technology martime transport",2
"technology programme tsb",1
"technology research",13
"technology strategy board",18
"tecnologi´ e innovacio´n",1
"tecnología e innovación",3
"teer coatings ltd",1
"teijin aramid",1
"teknologi dan inovasi",1
"telefonica s",1
"tempus energy ltd",1
"tempus project",1
"tenovus scotland",3
"teraview",1
"tertiary education fund",3
"tetfund",2
"tetfund nigeria",1
"teufen",1
"tfts",1
"tgk scientific",1
"thai government",55
"thai official educational affairs",1
"thai royal government",1
"thailand",28
"thailand institute scientific technological research",1
"thales research technology",2
"thales research uk",1
"thales underwater system",4
"thames water",4
"thammasat university",3
"theatre communications group",1
"thomas gerald gray charitable trust",6
"thomas harrison trust",1
"thomas jefferson university",1
"thomas margaret roddan trust",2
"thomas swan company ltd",1
"thuenen institute fisheries ecology",1
"tikrit university",1
"timet",1
"tiny tickers",1
"tishreen university",1
"tissue services",1
"titchfield",1
"titley scientific",1
"tjh2b",1
"tjh2b analytical services",1
"tmf project",1
"tmo renewables ltd",1
"tommys",2
"top cons interior decorations",1
"torbay medical projects",1
"toronto",2
"toshiba research europe",5
"total",3
"total eandp",2
"toumaz technology",1
"toyobo",1
"toyoda gosei europe nv",1
"toyota europe",1
"toyota motorsport gmbh",1
"tp3dsm615123",1
"trackaphone",1
"trafford general hospital research fund",1
"traidcraft",1
"trams grant",1
"transatlantic partnership excellence engineering",1
"translational medicine research collaboration",3
"transport london",1
"transtech pharma",1
"treat-nmd",1
"trinity college",7
"trinity eastern european research studentship",1
"trinity hall brockhouse scholarship",1
"tripoli-libya",1
"tripoli university",1
"trustees norma lipman foundation",1
"try lilly ltd",1
"ts",1
"tsb",3
"tsi",1
"ttp global development",1
"turbidites research group",1
"turkey",1
"turkish government",3
"turkish ministry education",2
"turkish petroleum foundation",1
"turkish republic",1
"türkiye bilimsel ve teknolojik arastirma kurumu",2
"twi ltd",9
"twistdx",1
"tyc jrf",1
"tyne wear nhs foundation trust",1
"tyne wear northumberland",1
"tyneside cinema",1
"tyneside leukaemia research association",4
"uaces",1
"uae government",4
"ubs optimus foundation",1
"ucb",1
"ucb celltech",1
"ucb pharma",1
"uclan",3
"údarás na gaeltachta",1
"udon thani rajabhat university",1
"uet",1
"uhi millennium institute",1
"uitm malaysia",1
"uk",15
"uk-canada colloquium",1
"uk-china excellent scholarship",1
"uk-china joint scholarships excellence",1
"uk-china scholarships excellence",2
"uk-india education research initiative",11
"uk 850 mhz solid-state nmr facility",1
"uk athletics",2
"uk baptist missionary society",1
"uk bioindustry association",1
"uk centre tobacco control studies",1
"uk chartered institute taxation",1
"uk clinical research collaboration",2
"uk energy research centre",3
"uk epsrc",2
"uk erasmus national agency",1
"uk government",2
"uk hadley centre met office",1
"uk health forum",1
"uk met office",3
"uk power networks",2
"uk resource centre women science",1
"uk society mucopolysaccharide diseases",2
"uk space agency",1
"ukcrc",1
"ukeig student bursary 20089",1
"ukerc",2
"ukieri",2
"ukscb",1
"ukwir",1
"umm alqura university",8
"ump",1
"unam",1
"ungstrup",1
"unicef",1
"unicomarine ltd",1
"unigis",1
"unikl",1
"unilever",26
"unilever discover",2
"unilever nv",1
"unilever oral care",1
"unilever randd",1
"unilever research development",2
"unimas",1
"union international cancer control",1
"unison",1
"unitargetingresearch",1
"united arab emirates government",1
"united jewish israel appeal ashdown fellowship programme",1
"united kingdom thalassaemia society",1
"united kingdom water industry research",1
"united states agency international development",2
"united states air force",4
"united states army",2
"united states department agriculture",1
"united states dept energy",1
"united states environmental protection agency",1
"united states geological survey",1
"united states navy",1
"united technologies systems",1
"united utiliites",1
"united utilities",2
"univar corporation",1
"univeristy aberdeen",1
"universidad autonoma del estado de mexico",1
"universidad católica de chile",1
"universidad de chile",1
"universidad de los andes",3
"universidad de navarra instituto de estudios superiores de la empresa",1
"universidad de san andrés",1
"universidad de talca",1
"universidad del norte",1
"universidad del zulia",2
"universidad diego portales",1
"universidad eafit",1
"universidad externado de colombia",1
"universidad nacional autónoma de méxico",1
"universidad veracruzana",1
"universidade de lisboa faculdade de psicologia",1
"universidade federal da bahia",1
"universidades e investigación",2
"università degli studi di milano",1
"universita¨t kiel",1
"universitas 21",3
"universiti kebangsaan",7
"universiti kuala lumpur",2
"universiti pendidikan sultan idris",1
"universiti sains islam malaysia",4
"universiti sains malaysia",15
"universiti teknikal malaysia melaka",7
"universiti teknologi mara",23
"universiti teknologi petronas",2
"universiti tenaga nasional malaysia",1
"universiti tun hussein onn malaysia",3
"universiti utara",11
"universiti utara malaysia",8
"universities china committee london",2
"universities uk",7
"university aberdeen",71
"university abuja",2
"university applied sciences osnabrück",1
"university arts london",3
"university association contemporary european studies",1
"university azad jammu kashmir",1
"university balochistan",1
"university basra",3
"university benghazi",1
"university bergen",1
"university birmingham",80
"university bolton",1
"university botswana",6
"university bradford",10
"university calabar",1
"university cambridge",27
"university cape coast",2
"university cape town",1
"university central asia",1
"university central lancashire",11
"university chester",8
"university college",7
"university costa rica",1
"university cumbria",1
"university dar es salaam",1
"university defence research centre",1
"university derby",2
"university dundee",2
"university edinburgh",31
"university education",1
"university engineering technology",14
"university essex",2
"university exeter",138
"university gas turbine partnership",1
"university ghana",1
"university glasgow",2
"university gloucestershire",1
"university greenwich",24
"university guadalajara",1
"university hail",1
"university highlands islands",4
"university hospital birmingham charities",1
"university hospital lausanne",1
"university hospital south manchester",5
"university hospitals coventry warwickshire nhs trust",2
"university hospitals leicester nhs trust",1
"university huddersfield",1
"university hull",74
"university ibadan",1
"university indonesia",1
"university iringa",2
"university jordan",11
"university jos",1
"university karachi",1
"university lagos",2
"university leeds",41
"university limerick",1
"university liverpool",5
"university london",21
"university loughborough",2
"university maiduguri",1
"university malaya",25
"university malta",43
"university manchester",125
"university maryland",1
"university melbourne",1
"university mosul",1
"university nairobi",1
"university newcastle",2
"university north carolina",1
"university northampton",2
"university nottingham",2
"university oulu",1
"university oxford",31
"university peshawar",2
"university petra",1
"university phayao",1
"university philippines doctoral studies fund",1
"university philippines visayas",1
"university plymouth",6
"university portharcourt nigeria",1
"university portsmouth",1
"university punjab",2
"university roehampton",3
"university salford",36
"university scholarship",1
"university science malaysia",1
"university sheffield",3
"university sindh",3
"university sko¨vde",1
"university south pacific",1
"university st andrews",32
"university st mark st john",2
"university stellenbosch",1
"university stirling",28
"university sultan zainal abidin",2
"university sunderland",2
"university technology",8
"university thai chamber commerce",4
"university trinidad tobago",1
"university valle",1
"university wales",3
"university warwick",238
"university west scotland",1
"university worcester",1
"universiy surrey",54
"unversity hong kong",4
"upm tilhill ltd",1
"us",1
"us army research laboratory",2
"us department defense",2
"us national institute alcohol abuse alcoholism",1
"usa",7
"usmanu danfodiyo university",1
"utem",1
"uthm",1
"utm",3
"uturu",1
"val odonoghue scholarship natural sciences",1
"valvoline",1
"vanda museum design dundee",1
"vanderbilt-cidrz",1
"vascular insights llc",1
"venezuela",1
"verip ossubsea 7",1
"vertex pharmaceuticals",1
"vestas technologies",1
"vestas technology uk",1
"vetenskapsra°det",1
"vhl alliance",1
"via university agriculture abeokuta",1
"vice chancellors fund",1
"vicon",1
"vicon motion systems ltd",1
"victor sayer",1
"victoria albert museum",1
"victrex plc",1
"vietnam",1
"vietnam government",1
"vietnam international education development",1
"vietnamese government",3
"virginia polytechnic institute state university",1
"visegrad foundation",1
"visrec",1
"vize 97",1
"vodafone",1
"volvo car corporation",1
"vreedefonds",1
"vsbfonds",2
"vtu technology gmbh",1
"wadham college",1
"wakunaga america ltd",1
"wallonie-bruxelles international",1
"walsh fellowship",1
"waltham centre pet nutrition",1
"warrington wolves rugby league football club",1
"warwick-monash alliance",1
"warwick business school",19
"warwick economics research institute",1
"warwick graduate school",1
"warwick manufacturing group",4
"warwick medical school",3
"warwick postgraduate research fellowship",1
"warwick postgraduate research scholarship",11
"warwick systems biology centre",1
"warwickshire county council",1
"water aid",1
"waterrasitu",1
"waters corporation",2
"wates",1
"wates foundation",25
"watts family scholarship",1
"watts gallery",1
"wavv rapp collins",1
"wd armstrong trust fund",1
"webber trust",1
"weidemann trust fund",1
"welfare japan",1
"wellbeing",2
"wellbeing women",2
"wellcome",1
"wellcome trust",260
"welmec",1
"welsh assembly government",1
"wenner-gren foundation",4
"west africa",1
"westcountry rivers trust",2
"western power distribution",2
"westinghouse",1
"westinghouse electric corporation",1
"westminster council",1
"westminster hospital medical school",4
"westminster medical school research trust",2
"wh partnership ltd",2
"wheelabrator technologies",1
"whipps cross university hospital trust",1
"whitaker international fellowship",1
"whitby seafoods",1
"white implant development corp",1
"white rose consortium",1
"white rose dtc",1
"white rose research studentship",1
"white rose university consortium",1
"whitley wildlife conservation trust",1
"whittaker scholarship",1
"whittle consulting",1
"wiedemann trust fund",1
"wigan",1
"wildcare",1
"wilderness wildlife trust",1
"wildfowl wetlands trust",1
"wildlife acoustics inc",1
"wildlife conservation society",1
"william georgetti trust",1
"william j von liebig foundation",1
"williams college",1
"williams fund",1
"willis research network",1
"wimbledon college art",1
"wings wildlife",1
"wiza¯rat al-tali¯m al¯li¯",1
"wiza¯rat al-thaqa¯fah wa-alla¯m",1
"wizarat al-iah",1
"wizarat al-talim al-ali",5
"wolfenbüttel",1
"wolfson college",3
"wolfson foundation",2
"wolfson school",2
"womens cancer detection society",1
"woodside",1
"world animal protection",1
"world bank",3
"world cocoa foundation",1
"world group",1
"world health organisation",6
"world pheasant association",2
"world wildlife fund",1
"worldwide universities network",1
"worldwide university network",1
"worshipful company armourers brasiers",1
"worshipful company fishmongers",1
"worshipful company ironmongers",1
"wrightington leigh nhs trust",1
"writtle college",1
"wwwgranskingfo",1
"xaar plc",1
"xerox",1
"xerox research centre canada",1
"xiaofan wang",1
"xilinx",3
"yaityopya yagebrena meremer inestiteyut",1
"yayasan telekom malaysia",2
"yggdrasil mobility program",1
"yildiz technical university",1
"ymca white rose",1
"yobe state government",1
"yobe state scholarship board",1
"york st john university",1
"yorkshire agricultural society",2
"yorkshire cancer research",9
"yorkshire dales national park",1
"yorkshire ladies council education",1
"yorkshire vascular surgical research fund",1
"yorkshire water services",1
"youngs seafood",1
"yyconnect consulting",1
"zaharoff graduate scholarship",1
"zebra foundation veterinary zoological education",1
"zeit-stiftung ebelin und gerd bucerius",1
"zf lenksysteme gmbh",1
"zhenya zhang foundation",1
"zhong yang yan jiu yuan",1
"zoega foundation",1
"zumtobel group",1
